,filename,typing_result,touch_location
0,AliExpress-AddCart-1-clicked_frames_crop/bbox-1288.jpg,typing,out
1,AliExpress-AddCart-2-clicked_frames_crop/bbox-1156.jpg,typing,onKeyboard
2,AliExpress-AddCart-2-clicked_frames_crop/bbox-1173.jpg,typing,onKeyboard
3,AliExpress-AddCart-2-clicked_frames_crop/bbox-1253.jpg,typing,onKeyboard
4,AliExpress-AddCart-2-clicked_frames_crop/bbox-1308.jpg,typing,onKeyboard
5,AliExpress-AddCart-2-clicked_frames_crop/bbox-1362.jpg,typing,onKeyboard
6,AliExpress-AddCart-2-clicked_frames_crop/bbox-1379.jpg,typing,onKeyboard
7,AliExpress-AddCart-2-clicked_frames_crop/bbox-1386.jpg,typing,out
8,AliExpress-AddCart-2-clicked_frames_crop/bbox-1464.jpg,typing,onKeyboard
9,AliExpress-AddCart-2-clicked_frames_crop/bbox-1488.jpg,typing,onKeyboard
10,AliExpress-AddCart-2-clicked_frames_crop/bbox-1523.jpg,typing,onKeyboard
11,AliExpress-AddCart-2-clicked_frames_crop/bbox-1545.jpg,typing,onKeyboard
12,AliExpress-AddCart-2-clicked_frames_crop/bbox-1573.jpg,typing,onKeyboard
13,AliExpress-AddCart-2-clicked_frames_crop/bbox-1640.jpg,typing,onKeyboard
14,AliExpress-AddCart-2-clicked_frames_crop/bbox-1671.jpg,typing,onKeyboard
15,AliExpress-AddCart-2-clicked_frames_crop/bbox-1686.jpg,typing,onKeyboard
16,AliExpress-AddCart-2-clicked_frames_crop/bbox-1693.jpg,typing,out
17,AliExpress-AddCart-2-clicked_frames_crop/bbox-1733.jpg,typing,onKeyboard
18,AliExpress-AddCart-2-clicked_frames_crop/bbox-1829.jpg,typing,onKeyboard
19,AliExpress-AddCart-2-clicked_frames_crop/bbox-1928.jpg,typing,onKeyboard
20,AliExpress-AddCart-2-clicked_frames_crop/bbox-1963.jpg,typing,onKeyboard
21,AliExpress-AddCart-2-clicked_frames_crop/bbox-1993.jpg,typing,onKeyboard
22,AliExpress-AddCart-2-clicked_frames_crop/bbox-2029.jpg,typing,onKeyboard
23,AliExpress-AddCart-2-clicked_frames_crop/bbox-2060.jpg,typing,onKeyboard
24,AliExpress-AddCart-2-clicked_frames_crop/bbox-2093.jpg,typing,onKeyboard
25,AliExpress-AddCart-2-clicked_frames_crop/bbox-2122.jpg,typing,onKeyboard
26,AliExpress-AddCart-2-clicked_frames_crop/bbox-2141.jpg,typing,onKeyboard
27,AliExpress-AddCart-2-clicked_frames_crop/bbox-2166.jpg,typing,onKeyboard
28,AliExpress-AddCart-2-clicked_frames_crop/bbox-2193.jpg,typing,onKeyboard
29,AliExpress-AddCart-2-clicked_frames_crop/bbox-2225.jpg,typing,onKeyboard
30,AliExpress-AddCart-2-clicked_frames_crop/bbox-2250.jpg,typing,onKeyboard
31,AliExpress-AddCart-2-clicked_frames_crop/bbox-2285.jpg,typing,out
32,AliExpress-AddCart-2-clicked_frames_crop/bbox-2324.jpg,typing,onKeyboard
33,AliExpress-AddCart-2-clicked_frames_crop/bbox-2356.jpg,typing,onKeyboard
34,AliExpress-AddCart-2-clicked_frames_crop/bbox-2370.jpg,typing,onKeyboard
35,AliExpress-AddCart-2-clicked_frames_crop/bbox-2407.jpg,typing,onKeyboard
36,AliExpress-AddCart-2-clicked_frames_crop/bbox-2436.jpg,typing,onKeyboard
37,AliExpress-AddCart-2-clicked_frames_crop/bbox-2457.jpg,typing,onKeyboard
38,AliExpress-AddCart-2-clicked_frames_crop/bbox-2483.jpg,typing,onKeyboard
39,AliExpress-AddCart-2-clicked_frames_crop/bbox-2515.jpg,typing,onKeyboard
40,AliExpress-AddCart-2-clicked_frames_crop/bbox-2539.jpg,typing,onKeyboard
41,AliExpress-AddCart-2-clicked_frames_crop/bbox-2575.jpg,typing,out
42,AliExpress-AddCart-2-clicked_frames_crop/bbox-3435.jpg,typing,onKeyboard
43,AliExpress-AddCart-2-clicked_frames_crop/bbox-3466.jpg,typing,onKeyboard
44,AliExpress-AddCart-2-clicked_frames_crop/bbox-3491.jpg,typing,onKeyboard
45,AliExpress-AddCart-2-clicked_frames_crop/bbox-3516.jpg,typing,onKeyboard
46,AliExpress-AddCart-2-clicked_frames_crop/bbox-3536.jpg,typing,onKeyboard
47,AliExpress-AddCart-2-clicked_frames_crop/bbox-3565.jpg,typing,onKeyboard
48,AliExpress-AddCart-2-clicked_frames_crop/bbox-3582.jpg,typing,onKeyboard
49,AliExpress-AddCart-2-clicked_frames_crop/bbox-3646.jpg,typing,out
50,AliExpress-AddCart-3-clicked_frames_crop/bbox-1206.jpg,typing,onKeyboard
51,AliExpress-AddCart-3-clicked_frames_crop/bbox-1240.jpg,typing,onKeyboard
52,AliExpress-AddCart-3-clicked_frames_crop/bbox-1274.jpg,typing,onKeyboard
53,AliExpress-AddCart-3-clicked_frames_crop/bbox-1297.jpg,typing,onKeyboard
54,AliExpress-AddCart-3-clicked_frames_crop/bbox-1318.jpg,typing,onKeyboard
55,AliExpress-AddCart-3-clicked_frames_crop/bbox-1376.jpg,typing,onKeyboard
56,AliExpress-AddCart-3-clicked_frames_crop/bbox-1407.jpg,typing,onKeyboard
