,filename,typing_result,touch_location
0,6pm-video-search-1-clicked_frames_crop/bbox-0219.jpg,typing,onKeyboard
1,6pm-video-search-1-clicked_frames_crop/bbox-0258.jpg,typing,onKeyboard
2,6pm-video-search-1-clicked_frames_crop/bbox-0311.jpg,typing,onKeyboard
3,6pm-video-search-1-clicked_frames_crop/bbox-0381.jpg,typing,out
4,6pm-video-search-2-clicked_frames_crop/bbox-0797.jpg,typing,onKeyboard
5,6pm-video-search-2-clicked_frames_crop/bbox-0835.jpg,typing,onKeyboard
6,6pm-video-search-2-clicked_frames_crop/bbox-0864.jpg,typing,onKeyboard
7,6pm-video-search-2-clicked_frames_crop/bbox-0883.jpg,typing,onKeyboard
8,6pm-video-search-2-clicked_frames_crop/bbox-0974.jpg,typing,onKeyboard
9,6pm-video-search-2-clicked_frames_crop/bbox-1011.jpg,typing,onKeyboard
10,6pm-video-search-2-clicked_frames_crop/bbox-1226.jpg,typing,out
11,6pm-video-search-3-clicked_frames_crop/bbox-0520.jpg,typing,onKeyboard
12,6pm-video-search-3-clicked_frames_crop/bbox-0540.jpg,typing,onKeyboard
13,6pm-video-search-3-clicked_frames_crop/bbox-0556.jpg,typing,onKeyboard
14,6pm-video-search-3-clicked_frames_crop/bbox-0582.jpg,typing,onKeyboard
15,6pm-video-search-3-clicked_frames_crop/bbox-0626.jpg,typing,onKeyboard
16,6pm-video-search-3-clicked_frames_crop/bbox-0652.jpg,typing,onKeyboard
17,6pm-video-search-3-clicked_frames_crop/bbox-0671.jpg,typing,onKeyboard
18,6pm-video-search-3-clicked_frames_crop/bbox-0703.jpg,typing,onKeyboard
19,6pm-video-search-3-clicked_frames_crop/bbox-0744.jpg,typing,onKeyboard
20,6pm-video-search-3-clicked_frames_crop/bbox-0778.jpg,typing,onKeyboard
21,6pm-video-search-3-clicked_frames_crop/bbox-0871.jpg,typing,onKeyboard
22,6pm-video-search-3-clicked_frames_crop/bbox-0919.jpg,typing,onKeyboard
23,6pm-video-search-3-clicked_frames_crop/bbox-0953.jpg,typing,onKeyboard
24,6pm-video-search-3-clicked_frames_crop/bbox-0986.jpg,typing,onKeyboard
25,6pm-video-search-3-clicked_frames_crop/bbox-1008.jpg,typing,onKeyboard
26,6pm-video-search-3-clicked_frames_crop/bbox-1032.jpg,typing,onKeyboard
27,6pm-video-search-3-clicked_frames_crop/bbox-1051.jpg,typing,onKeyboard
28,6pm-video-search-3-clicked_frames_crop/bbox-1073.jpg,typing,onKeyboard
29,6pm-video-search-3-clicked_frames_crop/bbox-1098.jpg,typing,onKeyboard
30,6pm-video-search-3-clicked_frames_crop/bbox-1116.jpg,typing,onKeyboard
31,6pm-video-search-3-clicked_frames_crop/bbox-1135.jpg,typing,onKeyboard
32,6pm-video-search-3-clicked_frames_crop/bbox-1155.jpg,typing,onKeyboard
33,6pm-video-search-3-clicked_frames_crop/bbox-1204.jpg,typing,onKeyboard
34,6pm-video-search-3-clicked_frames_crop/bbox-1231.jpg,typing,onKeyboard
35,6pm-video-search-3-clicked_frames_crop/bbox-1253.jpg,typing,onKeyboard
36,6pm-video-search-3-clicked_frames_crop/bbox-1277.jpg,typing,onKeyboard
37,6pm-video-search-3-clicked_frames_crop/bbox-1331.jpg,typing,onKeyboard
38,6pm-video-search-3-clicked_frames_crop/bbox-1351.jpg,typing,onKeyboard
39,6pm-video-search-3-clicked_frames_crop/bbox-1373.jpg,typing,out
40,6pm-video-search-3-clicked_frames_crop/bbox-1428.jpg,typing,onKeyboard
41,6pm-video-search-3-clicked_frames_crop/bbox-1448.jpg,typing,onKeyboard
42,6pm-video-search-3-clicked_frames_crop/bbox-1462.jpg,typing,onKeyboard
43,6pm-video-search-3-clicked_frames_crop/bbox-1508.jpg,typing,onKeyboard
44,6pm-video-search-3-clicked_frames_crop/bbox-1532.jpg,typing,onKeyboard
45,6pm-video-search-3-clicked_frames_crop/bbox-1551.jpg,typing,onKeyboard
46,6pm-video-search-3-clicked_frames_crop/bbox-1573.jpg,typing,onKeyboard
47,6pm-video-search-3-clicked_frames_crop/bbox-1604.jpg,typing,out
48,6pm-video-search-3-clicked_frames_crop/bbox-1687.jpg,typing,out
49,6pm-video-search-3-clicked_frames_crop/bbox-2310.jpg,typing,out
50,6pm-video-search-3-clicked_frames_crop/bbox-2382.jpg,typing,onKeyboard
51,6pm-video-search-3-clicked_frames_crop/bbox-2410.jpg,typing,onKeyboard
