,filename,typing_result,touch_location
0,dailyhunt-addbookmark-1-clicked_frames_crop/bbox-0965.jpg,typing,out
1,dailyhunt-video-addBookmark1-clicked_frames_crop/bbox-0686.jpg,typing,onKeyboard
2,dailyhunt-video-addBookmark1-clicked_frames_crop/bbox-0711.jpg,typing,onKeyboard
3,dailyhunt-video-addBookmark1-clicked_frames_crop/bbox-0728.jpg,typing,onKeyboard
4,dailyhunt-video-addBookmark1-clicked_frames_crop/bbox-0751.jpg,typing,onKeyboard
5,dailyhunt-video-addBookmark1-clicked_frames_crop/bbox-0768.jpg,typing,onKeyboard
6,dailyhunt-video-addBookmark1-clicked_frames_crop/bbox-0787.jpg,typing,onKeyboard
7,dailyhunt-video-addBookmark2-clicked_frames_crop/bbox-0901.jpg,typing,onKeyboard
8,dailyhunt-video-addBookmark2-clicked_frames_crop/bbox-0921.jpg,typing,onKeyboard
9,dailyhunt-video-addBookmark2-clicked_frames_crop/bbox-0942.jpg,typing,onKeyboard
10,dailyhunt-video-addBookmark2-clicked_frames_crop/bbox-0970.jpg,typing,onKeyboard
11,dailyhunt-video-addBookmark2-clicked_frames_crop/bbox-0988.jpg,typing,onKeyboard
12,reuters-addbookmark-3-clicked_frames_crop/bbox-0432.jpg,typing,onKeyboard
13,reuters-addbookmark-3-clicked_frames_crop/bbox-0456.jpg,typing,onKeyboard
14,reuters-addbookmark-3-clicked_frames_crop/bbox-0465.jpg,typing,onKeyboard
15,usatoday-addbookmark-2-clicked_frames_crop/bbox-0489.jpg,typing,onKeyboard
16,usatoday-addbookmark-2-clicked_frames_crop/bbox-0500.jpg,typing,onKeyboard
17,usatoday-addbookmark-2-clicked_frames_crop/bbox-0514.jpg,typing,onKeyboard
18,usatoday-addbookmark-2-clicked_frames_crop/bbox-0531.jpg,typing,onKeyboard
