,filename,typing_result,touch_location
0,groupon-menu-4-clicked_frames_crop/bbox-0430.jpg,typing,onKeyboard
1,groupon-menu-4-clicked_frames_crop/bbox-0455.jpg,typing,onKeyboard
2,groupon-menu-4-clicked_frames_crop/bbox-0473.jpg,typing,onKeyboard
3,groupon-menu-4-clicked_frames_crop/bbox-0518.jpg,typing,onKeyboard
4,groupon-menu-4-clicked_frames_crop/bbox-0533.jpg,typing,onKeyboard
5,groupon-menu-4-clicked_frames_crop/bbox-0545.jpg,typing,onKeyboard
6,groupon-menu-4-clicked_frames_crop/bbox-0572.jpg,typing,onKeyboard
7,groupon-menu-4-clicked_frames_crop/bbox-0755.jpg,typing,onKeyboard
8,groupon-menu-4-clicked_frames_crop/bbox-0778.jpg,typing,onKeyboard
9,groupon-menu-4-clicked_frames_crop/bbox-0797.jpg,typing,onKeyboard
10,groupon-menu-4-clicked_frames_crop/bbox-0812.jpg,typing,onKeyboard
11,groupon-menu-4-clicked_frames_crop/bbox-0824.jpg,typing,onKeyboard
12,groupon-menu-4-clicked_frames_crop/bbox-0875.jpg,typing,onKeyboard
13,groupon-menu-4-clicked_frames_crop/bbox-0898.jpg,typing,onKeyboard
14,groupon-menu-4-clicked_frames_crop/bbox-0917.jpg,typing,onKeyboard
15,groupon-menu-4-clicked_frames_crop/bbox-0932.jpg,typing,onKeyboard
16,groupon-menu-4-clicked_frames_crop/bbox-0955.jpg,typing,onKeyboard
17,groupon-menu-4-clicked_frames_crop/bbox-0987.jpg,typing,onKeyboard
18,groupon-menu-4-clicked_frames_crop/bbox-1022.jpg,typing,onKeyboard
19,groupon-menu-4-clicked_frames_crop/bbox-1049.jpg,typing,onKeyboard
20,groupon-menu-4-clicked_frames_crop/bbox-1093.jpg,typing,onKeyboard
21,groupon-menu-4-clicked_frames_crop/bbox-1115.jpg,typing,onKeyboard
22,groupon-menu-4-clicked_frames_crop/bbox-1132.jpg,typing,onKeyboard
23,groupon-menu-4-clicked_frames_crop/bbox-1150.jpg,typing,onKeyboard
24,groupon-menu-4-clicked_frames_crop/bbox-1171.jpg,typing,onKeyboard
25,groupon-menu-4-clicked_frames_crop/bbox-1194.jpg,typing,onKeyboard
26,groupon-menu-4-clicked_frames_crop/bbox-1233.jpg,typing,onKeyboard
27,groupon-menu-4-clicked_frames_crop/bbox-1254.jpg,typing,onKeyboard
28,groupon-menu-4-clicked_frames_crop/bbox-1270.jpg,typing,onKeyboard
29,groupon-menu-4-clicked_frames_crop/bbox-1288.jpg,typing,onKeyboard
30,groupon-menu-4-clicked_frames_crop/bbox-1309.jpg,typing,out
31,groupon-menu-4-clicked_frames_crop/bbox-1453.jpg,typing,onKeyboard
32,groupon-menu-4-clicked_frames_crop/bbox-1468.jpg,typing,onKeyboard
33,groupon-menu-4-clicked_frames_crop/bbox-1479.jpg,typing,onKeyboard
34,groupon-menu-4-clicked_frames_crop/bbox-1500.jpg,typing,onKeyboard
35,groupon-menu-4-clicked_frames_crop/bbox-1520.jpg,typing,onKeyboard
36,groupon-menu-4-clicked_frames_crop/bbox-1535.jpg,typing,onKeyboard
37,groupon-menu-4-clicked_frames_crop/bbox-1552.jpg,typing,onKeyboard
38,groupon-menu-4-clicked_frames_crop/bbox-1570.jpg,typing,onKeyboard
39,groupon-menu-4-clicked_frames_crop/bbox-1585.jpg,typing,onKeyboard
40,groupon-menu-4-clicked_frames_crop/bbox-1623.jpg,typing,onKeyboard
41,groupon-menu-4-clicked_frames_crop/bbox-1641.jpg,typing,onKeyboard
42,groupon-menu-4-clicked_frames_crop/bbox-1677.jpg,typing,onKeyboard
43,groupon-menu-4-clicked_frames_crop/bbox-1696.jpg,typing,onKeyboard
44,groupon-menu-4-clicked_frames_crop/bbox-1711.jpg,typing,onKeyboard
45,groupon-menu-4-clicked_frames_crop/bbox-1724.jpg,typing,onKeyboard
46,groupon-menu-4-clicked_frames_crop/bbox-1745.jpg,typing,onKeyboard
47,groupon-menu-4-clicked_frames_crop/bbox-1768.jpg,typing,onKeyboard
48,groupon-menu-4-clicked_frames_crop/bbox-1830.jpg,typing,onKeyboard
49,groupon-menu-4-clicked_frames_crop/bbox-1845.jpg,typing,onKeyboard
50,groupon-menu-4-clicked_frames_crop/bbox-1858.jpg,typing,onKeyboard
51,groupon-menu-4-clicked_frames_crop/bbox-1873.jpg,typing,out
52,home-menu-1-clicked_frames_crop/bbox-0359.jpg,typing,onKeyboard
53,home-menu-1-clicked_frames_crop/bbox-0370.jpg,typing,onKeyboard
54,home-menu-1-clicked_frames_crop/bbox-0381.jpg,typing,onKeyboard
55,home-menu-1-clicked_frames_crop/bbox-0407.jpg,typing,onKeyboard
56,home-menu-1-clicked_frames_crop/bbox-0431.jpg,typing,onKeyboard
57,home-menu-1-clicked_frames_crop/bbox-0453.jpg,typing,onKeyboard
58,home-menu-1-clicked_frames_crop/bbox-0474.jpg,typing,onKeyboard
59,home-menu-1-clicked_frames_crop/bbox-0490.jpg,typing,onKeyboard
60,home-menu-1-clicked_frames_crop/bbox-0586.jpg,typing,onKeyboard
61,home-menu-1-clicked_frames_crop/bbox-0607.jpg,typing,onKeyboard
62,home-menu-1-clicked_frames_crop/bbox-0654.jpg,typing,onKeyboard
63,home-menu-1-clicked_frames_crop/bbox-0671.jpg,typing,onKeyboard
64,home-menu-1-clicked_frames_crop/bbox-0696.jpg,typing,onKeyboard
65,home-menu-1-clicked_frames_crop/bbox-0721.jpg,typing,onKeyboard
