screen,widget,id,tag_screen,tag_widget,annotator,annotation_id
http://45.33.96.10:9106/wish-account-1-bbox-2024-screen.jpg,http://45.33.96.10:9106/wish-account-1-bbox-2024-widget.jpg,2682,home,menu,XXX.yee16@gmail.com,3884
http://45.33.96.10:9106/geek-account-1-bbox-1590-screen.jpg,http://45.33.96.10:9106/geek-account-1-bbox-1590-widget.jpg,2680,home,menu,XXX.yee16@gmail.com,3882
http://45.33.96.10:9106/groupon-account-3-bbox-0119-screen.jpg,http://45.33.96.10:9106/groupon-account-3-bbox-0119-widget.jpg,2649,get_started,to_signin_or_signup,XXX.yee16@gmail.com,3851
http://45.33.96.10:9106/groupon-account-1-bbox-0166-screen.jpg,http://45.33.96.10:9106/groupon-account-1-bbox-0166-widget.jpg,2620,get_started,to_signin_or_signup,XXX.yee16@gmail.com,3822
http://45.33.96.10:9106/geek-account-1-bbox-0803-screen.jpg,http://45.33.96.10:9106/geek-account-1-bbox-0803-widget.jpg,2702,sign_in,sign_in,XXX.yee16@gmail.com,3904
http://45.33.96.10:9106/wish-account-2-bbox-1449-screen.jpg,http://45.33.96.10:9106/wish-account-2-bbox-1449-widget.jpg,2701,menu,account,XXX.yee16@gmail.com,3903
http://45.33.96.10:9106/aliexpress-account-2-bbox-1656-screen.jpg,http://45.33.96.10:9106/aliexpress-account-2-bbox-1656-widget.jpg,2700,sign_up,sign_up,XXX.yee16@gmail.com,3902
http://45.33.96.10:9106/wish-account-4-bbox-2288-screen.jpg,http://45.33.96.10:9106/wish-account-4-bbox-2288-widget.jpg,2699,home,menu,XXX.yee16@gmail.com,3901
http://45.33.96.10:9106/groupon-account-3-bbox-1686-screen.jpg,http://45.33.96.10:9106/groupon-account-3-bbox-1686-widget.jpg,2698,home,account,XXX.yee16@gmail.com,3900
http://45.33.96.10:9106/geek-account-1-bbox-1406-screen.jpg,http://45.33.96.10:9106/geek-account-1-bbox-1406-widget.jpg,2697,sign_in,sign_in,XXX.yee16@gmail.com,3899
http://45.33.96.10:9106/wish-account-1-2-bbox-0822-screen.jpg,http://45.33.96.10:9106/wish-account-1-2-bbox-0822-widget.jpg,2696,sign_in,sign_in,XXX.yee16@gmail.com,3898
http://45.33.96.10:9106/home-account-2-bbox-4992-screen.jpg,http://45.33.96.10:9106/home-account-2-bbox-4992-widget.jpg,2695,setting,account,XXX.yee16@gmail.com,3897
http://45.33.96.10:9106/geek-account-2-bbox-1005-screen.jpg,http://45.33.96.10:9106/geek-account-2-bbox-1005-widget.jpg,2694,home,menu,XXX.yee16@gmail.com,3896
http://45.33.96.10:9106/geek-account-2-bbox-0232-screen.jpg,http://45.33.96.10:9106/geek-account-2-bbox-0232-widget.jpg,2693,sign_in,email,XXX.yee16@gmail.com,3895
http://45.33.96.10:9106/groupon-account-2-bbox-1037-screen.jpg,http://45.33.96.10:9106/groupon-account-2-bbox-1037-widget.jpg,2692,sign_in,email,XXX.yee16@gmail.com,3894
http://45.33.96.10:9106/aliexpress-account-2-bbox-2106-screen.jpg,http://45.33.96.10:9106/aliexpress-account-2-bbox-2106-widget.jpg,2691,setting,account,XXX.yee16@gmail.com,3893
http://45.33.96.10:9106/groupon-account-4-bbox-1675-screen.jpg,http://45.33.96.10:9106/groupon-account-4-bbox-1675-widget.jpg,2690,home,account,XXX.yee16@gmail.com,3892
http://45.33.96.10:9106/home-account-1-bbox-1749-screen.jpg,http://45.33.96.10:9106/home-account-1-bbox-1749-widget.jpg,2689,sign_in,sign_in,XXX.yee16@gmail.com,3891
http://45.33.96.10:9106/wish-account-2-bbox-0686-screen.jpg,http://45.33.96.10:9106/wish-account-2-bbox-0686-widget.jpg,2688,sign_in,password,XXX.yee16@gmail.com,3890
http://45.33.96.10:9106/wish-account-2-2-bbox-0763-screen.jpg,http://45.33.96.10:9106/wish-account-2-2-bbox-0763-widget.jpg,2687,home,to_search,XXX.yee16@gmail.com,3889
http://45.33.96.10:9106/wish-account-2-bbox-1402-screen.jpg,http://45.33.96.10:9106/wish-account-2-bbox-1402-widget.jpg,2686,home,menu,XXX.yee16@gmail.com,3888
http://45.33.96.10:9106/geek-account-1-bbox-0313-screen.jpg,http://45.33.96.10:9106/geek-account-1-bbox-0313-widget.jpg,2685,sign_in,password,XXX.yee16@gmail.com,3887
http://45.33.96.10:9106/groupon-account-4-bbox-2289-screen.jpg,http://45.33.96.10:9106/groupon-account-4-bbox-2289-widget.jpg,2684,help,account,XXX.yee16@gmail.com,3886
